,titles,y,price,sales,author
916,Caderno de Anotações da Engenharia Civil,0,101.52,7,Paulo Roberto dos Santos
917,ELETRÔNICA : ELETRICIDADE,0,90.72,40,"KELLEY, W. MICHAEL"
918,Manutenção na Placa da Fonte de TVs LCD e LED,0,250,3,"CHALTON, NICOLA"
919,"Coleção TVs LCD,LED e Plasma",0,92.88,2,Manoel Henrique Campos Botelho & Osvaldemar Marchetti
920,"INTRODUÇAO A TOPOLOGIA GEOMETRICA, UMA",0,90,1,"MARTINS, ROBERTO DE ANDRADE"
921,POLIMEROS BIODEGRADAVEIS,1,93.75,4,"BAZZO, WALTER ANTONIO"
922,RESIDUOS PLASTICOS E RECICLAGEM,0,90.72,8,"SARTORIS, ALEXANDRE"
923,MARIE SKTODOWSKA CURIE,0,35.91,1,"VESILIND, AARNE P."
924,AÇOS PARA MOLAS DE VALVULA PARA MOTORES DE COMBUSTAO INTERN,0,82.08,3,"LACHTERMACHER, GERSON"
925,Programação PIC na Automação e Controle Vol.01,0,81.75,11,FORMAS SIMPLES PARA RESOLVER PROBLEMAS COMPLEXOS
926,PARA EXPLICAR O MUNDO,1,91.44,4,"POLYA, GEORGE"
927,ALGORITMOS PARA VIVER - A CIÊNCIA EXATA DAS DECISÕES HUMAN,1,84,1,"VEIGA, JOSE ELI DA"
928,Manutenção em TVs de Plasma,0,74.16,1,"FISCHER, ULRICH"
929,Curso de Programação de Microcontroladores PIC Vol.05,1,77.04,1,VOLUME 2
930,Como Mentir Com Estatística,1,84,1,"FIORI, ALBERTO PIO"
931,TRANSFORMADORES - TEORIA E ENSAIOS,0,129,3,"STEWART,  JAMES"
932,Eletrotécnica Ao Alcance de Todos,0,130,5,"DEVICENET, CANOPEN, SDS E TTHERNET"
933,Amplificadores Operacionais,0,81.75,6,CONTEXTO HISTÓRICO E DESENVOLVIMENTO INDUSTRIAL
934,ROCHAS - MANUAL FACIL DE ESTUDO E CLASSIFICAÇÃO,0,70.56,3,"SUZANO, MARCIO ALVES"
935,Estatística Aplicada,0,328.5,1,"GREENE, BRIAN"
936,Modo de Serviço de TVs LCD,0,70.56,7,UMA VISÃO DO FUTURO DA HUMANIDADE NO ESPAÇO
937,O GUIA COMPLETO PARA QUEM NÃO É C.D.F CÁLCULO,0,59.76,12,"BULGARELLI, ROBERVAL"
938,A HISTÓRIA DA CIÊNCIA PARA QUEM TEM PRESSA,0,64.8,1,TEORIA E PRATICA
939,Kit Livros - Concreto Armado - Eu te Amo - Vol. 1 e 2,0,244,2,"SILVA, ANTONIO CARLOS DA"
940,TEORIA DA RELATIVIDADE ESPECIAL,1,57.53,3,"FERRARESI, DINO"
941,"INTRODUÇAO A ENGENHARIA - CONCEITOS, FERRAMENTAS E COMPORTA",0,59.5,1,VOLUME 1
942,ESTATISTICA E INTRODUÇÃO A ECONOMETRIA,1,63.75,1,"GERSCOVICH, DENISE"
943,INTRODUÇÃO À ENGENHARIA AMBIENTAL,0,49,2,"SOARES NETO, VICENTE"
944,Renault,0,52.5,4,"PALERMO, MARCO ANTONIO"
945,INTRODUÇAO A MATEMATICA FINANCEIRA,0,66.5,4,"BORGES, ALBERTO NOGUEIRA"
946,EXCEL CALCULOS PARA ENGENHARIA,0,59.43,1,"Solomons, T. W. Graham"
947,"ARTE DE RESOLVER PROBLEMAS, A",0,51.84,1,SUAS INFLUÊNCIAS NA QUALIDADE DA ÁGUA E NAS TECNOLOGIAS DE TRATAMENTO.
948,DESENVOLVIMENTO SUSTENTÁVEL,0,56,2,UM MANUAL PRATICO PARA O NOVO ENTUSIASTA DE ELETRONICA
949,MANUAL DE TECNOLOGIA METAL MECANICA,0,50.4,1,CIENCIA MODERNA
950,TENSOES E DEFORMAÇAO EM GEOLOGIA,0,49.68,10,"SILVA, GYRLENE A. M. DA"
951,CÁLCULO - VOL. II,0,203.7,3,"FITZ, PAULO ROBERTO"
952,SISTEMAS FIELDBUS PARA AUTOMAÇÃO INDUSTRIAL,0,52.5,12,A VERDADEIRA HISTÓRIA DA QUÍMICA
953,PROCESSOS DE ANÁLISE QUÍMICA,0,43.2,5,Darrell Huff; Irving Geis
954,CONHECIMENTOS GERAIS DE AERONAVES,0,55.3,3,Yopanan Conrado Pereira Rebello
955,O UNIVERSO ELEGANTE,1,50,1,"MUELLER, JOHN PAUL"
956,PÁLIDO PONTO AZUL (NOVA EDIÇÃO),1,50,2,"KWONG, WU HONG"
957,CICLO TOTAL DE VIDA DAS INSTALAÇOES EM ATMOSFERAS EXPLOSIVA,0,205.2,1,"WARREN, JOHN- DAVID"
958,ENGENHARIA DE MANUTENÇAO,0,89,9,"GIORDANO, FRANK R."
959,O PROCESSAMENTO CERÂMICO SEM MISTÉRIO,0,54,3,"CHUVA, CHUVICA, CHUVARADA E OUTRAS METEOROLOGICES"
960,FUNDAMENTOS DA USINAGEM DOS METAIS,0,82.08,3,"POLKINGHORNE, JOHN"
961,Equações Diferenciais,0,48,1,"DEFENDA SUA BASE COM CIRCUITOS SIMPLES, ARDUINO E RASPBERRY PI"
962,CONTENÇÕES - TEORIA E APLICAÇÕES EM OBRAS,0,122.4,1,Tipos Latinos 2010. Catálogo da Quarta Bienal de Tipografia Latino-Americana
963,TELECOMUNICAÇÕES AVANÇADAS E AS TECNOLOGIAS APLICADAS,0,115.2,1,Luiz Bertini
964,GERENCIAMENTO AMBIENTAL INTEGRADO,0,29.9,1,PRINCÍPIOS E PRÁTICAS PEDAGÓGICAS
965,CURSO PRATICO DE CALCULO EM CONCRETO ARMADO - 3ª ED,0,38.6,2,"TORRES, ERCILIA"
966,Quimica Organica - Volume 1 - 12ª Ed,0,59.76,1,Erich Georg
967,FLORAÇÕES DE ALGAS E DE CIANOBACTÉRIAS,0,66.22,3,"AGOPYAN, VAHAN"
968,ELETRONICA PARA MAKERS,0,35,3,"WEINBERG, STEVEN"
969,"PROJETO, EXECUÇAO E DESEMPENHO DE ESTRUTURAS E FUNDAÇOES",0,129.6,10,"KWONG, WU HONG"
970,INTRODUÇAO A GRAMATICA DA LINGUAGEM MATEMATICA,0,91.44,1,Luiz Bertini
971,METEOROLOGIA - NOÇOES BASICAS,1,54,2,"TAKEMURA, MASAHARU"
972,GEOPROCESSAMENTO SEM COMPLICAÇAO,0,57.5,4,"SOUZA, ALEX SANDER CLEMENTE"
973,O SONHO DE MENDELEIEV,0,96.77,4,FORMAS SIMPLES PARA RESOLVER PROBLEMAS COMPLEXOS
974,Como Mentir Com Estatística,1,42,1,ROMPENDO A BARREIRA DA CRENÇA CIENTIFICISTA
975,A Concepção Estrutural e a Arquitetura - 1ª Edição - 13ª Reimpressão,0,48.9,5,"VEIGA, JOSE ELI DA"
976,ALGORITMOS PARA LEIGOS,1,90.72,17,"CAPORRINO,  CRISTIANA FURLAN"
977,RESOLVENDO PROBLEMAS DE ENGENHARIA QUIMICA COM SOFTWARE LIVR,0,127.5,16,COMO DESVENDAR OS MISTÉRIOS DOS NÚMEROS COM HISTÓRIAS FASCINANTES E DICAS INFALÍVEIS
978,ARDUINO PARA ROBOTICA,0,48.8,20,COLEÇAO GESTAO
979,CALCULO - VOL. 1,0,85.9,2,COLEÇAO ESTUDOS
980,ENTRANDO NO CLIMA,0,68.4,2,"OKUNO, EMICO"
981,TEORIA QUÂNTICA - VOL. 985,1,28,14,"MENEZES, SEBASTIAO DE OLIVEIRA"
982,GUIA DO MAKER PARA O APOCALIPSE ZUMBI,0,153,2,"TAKAHASHI, SHIN"
983,Tipos Latinos 2010. Catálogo da Quarta Bienal de Tipografia,0,78,6,"FARADAY, MICHAEL"
984,Eletrônica Básica,0,69.9,9,"SILVA, NEILTON F. DA"
985,EDUCAÇÃO MATEMÁTICA NOS ANOS INICIAIS DO ENSINO FUNDAMENT,0,52.9,1,"MAGALHAES, MARCOS NASCIMENTO"
986,CLIMATOLOGIA FACIL,0,33,10,SERIE APONTAMENTOS
987,Simulando e Aprendendo Eletrônica Digital V.02,0,150,5,Luiz Bertini
988,"DESAFIO DA SUSTENTABILIDADE NA CONSTRUÇÃO CIVIL, O -  VOL.",0,109.8,14,FUNDAMENTOS E APLICAÇOES
989,PARA EXPLICAR O MUNDO,0,32,4,O PEQUENO GUIA DO ESPAÇO TRIDIMENSIONAL
990,INTRODUCAO AO CONTROLE DE PROCESSOS QUIMICOS COM MATLAB - VO,1,517,15,BEI EDITORA
991,Eletrônica Básica,0,95,13,"ROVELLI, CARLO"
992,GUIA MANGA BIOQUIMICA,0,36.4,1,UMA INTRODUÇAO A TEORIA DOS NUMEROS DO MESMO AUTOR
993,DIMENSIONAMENTO DE ELEMENTOS E LIGAÇOES EM ESTRUTURAS DE A,0,54,1,Arina Aline de Antoni Amantéa Esteves
994,EXCEL CALCULOS PARA ENGENHARIA,1,49.9,12,"LEE, Shu Han"
995,COSMOS E TRANSCENDÊNCIA,1,44.9,2,"RODRIGUES, CLOVES GONÇALVES"
996,DESENVOLVIMENTO SUSTENTÁVEL,0,26.91,10,"MAIA, NELSON B."
997,PATOLOGIAS EM ALVENARIAS,0,85,1,"MACHADO, FABIO BRAZ"
998,SOU PÉSSIMO EM MATEMÁTICA,0,37.5,1,"KOJIMA, HIROYUKI"
999,O PLANEJAMENTO DOS RECURSOS E DAS INSTALAÇÕES INDUSTRIAIS,0,77.04,2,Luis Carlos Burgos
1000,CALCULO DIFERENCIAL E INTEGRAL DE FUNÇOES DE VARIAS VARIAVE,0,27.92,1,"BIRCH, HAYLEY"
1001,"RADIAÇAO - EFEITOS, RISCOS E BENEFICIOS",1,24.9,2,"SAMPAIO, JOAO CARLOS VIEIRA"
1002,ROCHAS - MANUAL FACIL DE ESTUDO E CLASSIFICAÇÃO,0,50,13,ASPECTOS GERAIS E TECNOLOGIA
1003,GUIA MANGA ALGEBRA LINEAR,0,68.4,9,Erich Georg
1004,HISTORIA QUIMICA DE UMA VELA - AS FORÇAS DA MATERIA,0,70,2,"COURROL, LILIA CORONATO"
1005,ENERGIAS RENOVAVEIS NA EXPANSAO DO SETOR ELETRICO BRASILEIRO,0,68.89,2,ASPECTOS METALURGICOS E MECANICOS
1006,NOÇOES DE PROBABILIDADE E ESTATISTICA,0,74.75,3,MUDANÇAS NO PARADIGMA SUCROENERGÉTICO
1007,CALCULADORA GRAFICA HP 50G APLICADA A ENGENHARIA,0,69.9,2,"ROVELLI, CARLO"
1008,Fontes Chaveadas E Conversores Dc-dc,0,43.92,5,Erich Georg
1009,INTRODUÇAO A QUIMICA DE CICLODEXTRINAS,0,65.9,14,"NICOLELIS, MIGUEL"
1010,"SOLIDOS PLATONICOS E ARQUIMEDIANOS, OS",0,70.9,1,ASPECTOS GERAIS E TECNOLOGIA
1011,COMO CUIDAR DO SEU MEIO AMBIENTE,0,55.9,1,Erich Georg
1012,SETE BREVES LIÇÕES DE FÍSICA,1,49,3,"COURROL, LILIA CORONATO"
1013,SOLUÇOES E COMENTARIOS DOS 457 EXERCICIOS DO LIVRO,0,69.9,2,ASPECTOS METALURGICOS E MECANICOS
1014,NR10 Segurança em Instalações e Serviços em Eletricidade.,0,49,6,MUDANÇAS NO PARADIGMA SUCROENERGÉTICO
1015,INTRODUÇÃO AO PROJETO GEOMÉTRICO DE RODOVIAS,0,49.9,1,"ROVELLI, CARLO"
1016,TOPICOS DE FISICA MATEMATICA PARA LICENCIATURA,0,59.9,2,Erich Georg
1017,INTRODUÇAO A RELATIVIDADE,0,30,10,"NICOLELIS, MIGUEL"
1018,MINERALOGIA OPTICA,1,42.9,1,Paulo Roberto dos Santos
1019,GUIA MANGA DE CALCULO DIFERENCIAL E INTEGRAL,0,59.9,2,UMA INTRODUÇÃO À TEORIA DA RELATIVIDADE E DA GRAVITAÇÃO
1020,Backlight de TV LED e Redução de Corrente,0,37.9,1,"SOBEL, DAVA"
1021,50 IDEIAS DE QUÍMICA QUE VOCÊ PRECISA CONHECER,1,39,3,"KUKSO, FEDERICO"
1022,"INTRODUÇAO A TOPOLOGIA GEOMETRICA, UMA",0,31,1,"WRIGHT, SUSAN"
1023,RESIDUOS PLASTICOS E RECICLAGEM,0,50,4,Erich Georg
1024,Col.Automoção Industrial.Módulo Sensores V.01,0,57.5,5,Alexandre Capelli
1025,Óptica geométrica,0,47,3,"PALERMO, MARCO ANTONIO"
1026,AÇOS PARA MOLAS DE VALVULA PARA MOTORES DE COMBUSTAO INTERN,0,270.43,4,"TIPOS, MECANISMOS, NORMAS E MERCADO MUNDIAL"
1027,ESPAÇO E ENERGIA,0,49.9,1,"POLKINGHORNE, JOHN"
1028,A ORDEM DO TEMPO,1,38.8,1,Luis Carlos Burgos
1029,Programação PIC na Automação e Controle Vol.01,1,57.9,1,Paulo Roberto dos Santos
1030,MUITO ALÉM DO NOSSO EU,1,149,1,Viktor A. Pastoukhov
1031,RESIDUOS PLASTICOS E RECICLAGEM,1,55,6,"CHUVA, CHUVICA, CHUVARADA E OUTRAS METEOROLOGICES"
1032,Col.Automoção Industrial.Módulo Sensores V.01,1,39,2,Vários
1033,Óptica geométrica,1,30,2,Jonathan Bellarby
1034,AÇOS PARA MOLAS DE VALVULA PARA MOTORES DE COMBUSTAO INTERN,1,51.64,1,Rafael Trovão
1035,ESPAÇO E ENERGIA,1,39.9,1,FRM - SISTEMA S
1036,A ORDEM DO TEMPO,1,53.9,2,"ZEGARELLI, MARK"
1037,Programação PIC na Automação e Controle Vol.01,0,32,2,"MARTE, VIAGENS INTERESTELARES, IMORTALIDADE E O NOSSO DESTINO PARA ALÉM DA TERRA"
1038,MUITO ALÉM DO NOSSO EU,0,198.1,5,ANALISE GRAFICA DE FENOMENOS COM RESOLUÇAO DE PROBLEMAS
1039,Col.Multimarcas TVs LCD.Módulo LG,0,179,3,"KELLEY, W. MICHAEL"
1040,ESPAÇO E TEMPO NA FÍSICA CONTEMPORÂNEA,1,51.75,23,"MUELLER, JOHN PAUL"
1041,LONGITUDE,0,50,12,"WINTER, ARTHUR"
1042,TUDO O QUE VOCÊ PRECISA SABER SOBRE CIÊNCIA,0,33,1,UMA NOVA COMPREENSÃO CIENTÍFICA DOS SISTEMAS VIVOS
1043,MATEMATICA 3 - GEOMETRIA - COLEÇAO RESUMAO ESCOLAR,0,34.65,1,Nilton Lapa
1044,Renault,1,46.1,4,A REVOLUÇÃO AKASHA NA CIÊNCIA E NA CONSCIÊNCIA HUMANA
1045,Curso Básico de Programação de Microcontroladores PIC,1,42,6,Omiro Lopes
1046,Amplificadores Operacionais,0,23.92,4,FRANCISCA RIUS DÍAZ;FRANCISCO JAVIER BARÓN LÓPEZ
1047,GERENCIAMENTO AMBIENTAL INTEGRADO,0,27.92,3,"BAKER, JOANNE"
1048,POLIMEROS BIODEGRADAVEIS,0,30,11,"CRILLY, TONY"
1049,TEORIA QUÂNTICA - VOL. 985,1,30,11,AUTODESK INVENTOR 2008 - TEORIA E PRATICA
1050,Trabalhando Com Componentes Smd 5446a,0,39,4,COMBO COM 5 LIVROS EM 1
1051,Modo de Serviço de TVs LCD,0,20,4,Stephen Hawking
1052,Introdução A Mecanica Da Integridade Estrutural,0,79.9,4,Stephen Hawking
1053,ENTRANDO NO CLIMA,0,90,20,"ESTATUTO DA ADVOCACIA E A ORDEM DOS ADVOGADOS DO BRASIL - LEI Nº 8.906, DE 4-7-1994 - 26º ED"
1054,Manual Serviço,0,200,1,"ZIMMERMAN, ERIC"
1055,Well Completion Design,0,129,9,"SANTOS, ARIOVALDO DOS"
1056,Física para EEAR,0,79.9,1,"ARANHA, ÁLVARO ZIMMERMANN / RODRIGUES, MANOEL BENEDITO"
1057,METROLOGIA - PROFISSIONALIZANTE DE MECÂNICA - ISBN 9788574844671,0,164.16,1,"VALLARINO, L. M. / QUAGLIANO, J. V."
1058,1001 PROBLEMAS DE MATEMÁTICA BÁSICA E PRÉ-ÁLGEBRA PARA L,0,96.89,1,"IMENES, LUIZ MARCIO P. / LELLIS, MARCELO CESTARI"
1059,O FUTURO DA HUMANIDADE,0,24,16,"CISCATO, CARLOS A. MATTOSO / PEREIRA, LUÍS FERNANDO"
1060,EQUAÇOES DIFERENCIAIS ORDINARIAS E TRANSFORMADAS DE LAPLACE,0,74,2,"Asimov, Isaac"
1061,ALGEBRA - O GUIA COMPLETO PARA QUEM NAO E CDF,0,49,3,"Guidorizzi, Hamilton Luiz"
1062,ALGORITMOS PARA LEIGOS,0,37.19,13,"Ricieri, Aguinaldo Prandini"
1063,QUIMICA ORGANICA I - PARA LEIGOS,0,130,5,Lineu Belico Dos Reis / Semida Silveira
1064,A TEIA DA VIDA,1,168,3,"RODRIGUES, MANOEL BENEDITO / ARANHA, ÁLVARO ZIMMERMANN"
1065,Matemática Aplicada - uma Abordagem Introdutória,0,49.9,18,"Helou, Gualter e Newton"
1066,PLENITUDE DO COSMOS,1,349.9,2,"Helou, Gualter e Newton"
1067,Lavadoras Eletrônicas de Roupas. Manutenção e Instalação.,0,57.53,1,Vários
1068,BIOESTATÍSTICA,0,48.9,6,Oscar Guelli
1069,50 IDEIAS DE FÍSICA QUÂNTICA QUE VOCÊ PRECISA CONH,1,119,2,ELETROPAULO
1070,50 IDEIAS DE MATEMÁTICA QUE VOCÊ PRECISA CONHECER,1,90,4,Vera Lucia Duarte De Novais
1071,AUTODESK INVENTOR 2008 - TEORIA E PRATICA,0,35,1,"Iezzi,Gelson"
1072,O LIVRO NEGRO DA LOTERIA  - COMBO COM OS 5 JOGOS,0,64.9,27,LOUIS LEITHOLD
1073,Uma Breve Historia Do Tempo - Intrinseca,0,120,17,"RODRIGUES, MANOEL BENEDITO / ARANHA, ÁLVARO ZIMMERMANN"
1074,KIT 4 LIVRO Stephen Hawking,0,49.9,5,Amilcar Gomes de Azevedo e Paulo Henrique Borges de Campos
1075,Alta Books,0,31,21,"CALÇADA, CAIO SÉRGIO / SAMPAIO, JOSÉ LUIZ"
1076,"ESTATUTO DA ADVOCACIA E A ORDEM DOS ADVOGADOS DO BRASIL - LEI Nº 8.906, DE 4-7-1994 - 26º ED",0,99.9,3,"BRINK JR., JOSEPH A. / SHREVE, R. NORRIS"
1077,REGRAS DO JOGO - FUNDAMENTOS DO DESIGN DE JOGOS 1,0,52.5,3,Francisco Miragaia Peruzzo - Eduardo Leite do Canto
1078,MANUAL DE CONTABILIDADE SOCIETARIA - APLICAVEL A TODAS AS SOCIEDADES DE ACORDO COM AS NORMAS INTERNACIONAIS E DO CPC,0,135.68,3,"Iezzi, Gelson / Goulart, Marcio C. / Castro, Luiz Roberto S. / Machado, Antonio dos Santos / Teixeir"
1079,Exercícios de matemática vol. 2: Funções e logaritmos,0,59,1,"HERINGER, MARCOS GUILHERME / BOGGISS, GEORGE JOSEPH / GASPAR, LUÍS ALFREDO R. / MENDONÇA, LUÍS GERAL"
1080,"Química (Quagliano, 3º edição, guanabara)",0,34.9,1,"Halliday, David / Resnick, Robert / Walker, Jearl"
1081,Microdicionário de Matemática para o 1º Grau,0,31.85,3,"REIS, LOURISNEI FORTES"
1082,Planeta Química Vol. Único (2011),0,99.9,5,"LEITHOLD, LOUIS"
1083,"Colapso do Universo, O (Francisco Alves)",0,29.9,1,"RAMOS, LUZIA FARACO"
1084,"Curso de cálculo, Um 3 (2° edição  1989)",0,42.9,1,"Ramalho Junior, Francisco / Ferraro, Nicolau Gilberto / Soares, Paulo Antônio de Toledo"
1085,Buraco Analista: Quando Se Vive por um Ideal,0,35,1,Luiz Roberto Dante
1086,Energia Elétrica Para o Desenvolvimento Sustentável,0,64.9,2,Calçada e Sampaio
1087,Exercícios de matemática vol. 3: progressões aritméticas e geométricas,0,49,2,Renato N. Rangel
1088,Coleção Conecte Física,0,34.9,1,Gelson Iezzi
1089,Tópicos de Física,0,129,1,Rudy Koopmans
1090,livros,0,128,1,Bongiovanni e outros
1091,Matemática Uma Aventura do Pensamento,0,74.9,4,"Giovanni jr, castrucci, giovanni"
1092,FORNECIMENTO DE ENERGIA ELÉTRICA EM TENSÃO SECUNDÁRIA DE DISTRIBUIÇÃO: INSTRUÇÕES GERAIS,0,71,16,Calçada e Sampaio / Ricardo Feltre
1093,Estrutura Da Matéria,0,81.75,5,JAMES STEWART
1094,Fundamentos De Matemática Elementar Vol.6,0,55.92,4,"Ramalho, Nicolau, Toledo"
1095,Papel,0,29.25,17,Alfredo Steinbruch - Paulo Winterle
1096,O Cálculo Com Geometria Analítica Volume  1 E 2,0,59.9,34,James Edward Brady e Gerard E. Humiston
1097,Exercícios de Matemática vol. 1: revisão de Ensino Fundamental,0,49.28,1,Jacir J. Venturi
1098,Estatística Básica,0,42,1,"RAMOS, LUZIA FARACO"
1099,"Física volume único (Ensino Médio, 2008)",0,80,6,"ARANHA, ÁLVARO ZIMMERMANN / RODRIGUES, MANOEL BENEDITO"
1100,Indústrias de processos químicos (4° ed),0,129.9,2,"BEER, FERDINAND P. / JOHNSTON JR., E. RUSSELL"
1101,Física na Abordagem do Cotidiano,0,99.9,6,"Ricieri, Aguinaldo Prandini"
1102,Matemática (2ªsérie/2ºgrau),0,35,3,"Asimov, Isaac"
1103,Matemática Financeira (Série Gestão Empresarial),0,72.9,4,"BRINK JR., JOSEPH A. / SHREVE, R. NORRIS"
1104,Fundamentos de Física Vol. 1 Mecânica (7° ed. Capítulos 1 a 9 - PLT 177),1,76,2,Marcos Crispino
1105,Dicionário de matemática (Lourisnei Reis),0,37.9,2,"Ramalho Junior, Francisco / Ferraro, Nicolau Gilberto / Soares, Paulo Antônio de Toledo"
1106,Cálculo com Geometria Analítica (volume 2 / 3° edição 1994),0,65,46,"STEWART, JAMES"
1107,Encontros de primeiro grau (A descoberta da matemática / Edição reformulada),0,37,7,"CISCATO, CARLOS A. MATTOSO / PEREIRA, LUÍS FERNANDO"
1108,Física 1: os fundamentos da física (moderna plus / 2009),0,72.9,3,"Lisboa, Julio Cezar Foschini"
1109,Matemática Contexto e Aplicações volume único,0,78,2,"CALÇADA, CAIO SÉRGIO / SAMPAIO, JOSÉ LUIZ"
1110,Física Clássica,0,43.2,9,"LEITHOLD, LOUIS"
1111,Práticas de Físico-Química,0,66,18,"REIS, LOURISNEI FORTES"
1112,Matemática 2° Grau,0,59.9,3,"Helou, Gualter e Newton"
1113,Polymer Melt Fracture,1,93,4,Vários
1114,Matemática e vida(exercícios de reforço),0,306.4,17,Oscar Guelli
1115,Conquista da matemática nova,0,47,10,"Iezzi,Gelson"
1116,"Física Clássica + Química (volumes 1,2 e 3)",0,68,1,"Guidorizzi, Hamilton Luiz"
1117,Calculo Volume 1,0,29.9,4,"Halliday, David / Resnick, Robert / Walker, Jearl"
1118,Os Fundamentos da Física,1,59,14,"VALLARINO, L. M. / QUAGLIANO, J. V."
1119,Geometria Analitica,0,24.9,1,"RODRIGUES, MANOEL BENEDITO / ARANHA, ÁLVARO ZIMMERMANN"
1120,Química Geral Volume 2 James Edward Brady e Gerard E. Humiston,0,56.98,3,"Iezzi, Gelson / Goulart, Marcio C. / Castro, Luiz Roberto S. / Machado, Antonio dos Santos / Teixeir"
1121,Álgebra Vetorial e Geometria Analítica,0,59,3,Luiz De Oliveira Xavier
1122,Aventura Decimal (a descoberta da matemática - ed. reformulada),1,53.9,4,Lineu Belico Dos Reis / Semida Silveira
1123,Exercícios de matemática vol. 2: Funções e logaritmos,0,40,2,"ROSA NETO, ERNESTO"
1124,Mecânica vetorial para engenheiros (Cinemática e Dinâmica),0,21.98,1,"RODRIGUES, MANOEL BENEDITO / ARANHA, ÁLVARO ZIMMERMANN"
1125,Buraco Analista: Quando Se Vive por um Ideal,0,61.6,2,"RAMOS, LUZIA FARACO"
1126,"Colapso do Universo, O (Francisco Alves)",1,70,2,"HERINGER, MARCOS GUILHERME / BOGGISS, GEORGE JOSEPH / GASPAR, LUÍS ALFREDO R. / MENDONÇA, LUÍS GERAL"
1127,Indústrias de processos químicos (4° ed),0,48,2,"Imenes, Luiz Márcio / Jakubovic, José / Lellis, Marcelo Cestari"
1128,260 Questões Resolvidas de Álgebra Linear,0,63,1,"IMENES, LUIZ MARCIO P. / LELLIS, MARCELO CESTARI"
1129,Física 1: os fundamentos da física (moderna plus / 2009),0,70,1,ELETROPAULO
1130,Cálculo vol.1 (4ª ed./Stewart),0,40,2,Felipe Acker
1131,Planeta Química Vol. Único (2011),0,45,1,"Helou, Gualter e Newton"
1132,"Química: volume único, ensino médio (ser protagonista / 2010)",0,72.9,2,Luiz Roberto Dante
1133,"Física volume único (Ensino Médio, 2008)",0,108,13,Francisco Miragaia Peruzzo - Eduardo Leite do Canto
1134,Cálculo com Geometria Analítica (volume 2 / 3° edição 1994),0,139.9,7,Vera Lucia Duarte De Novais
1135,Dicionário de matemática (Lourisnei Reis),0,92.4,1,Mark Holtzapple e W. Dan Reece
1136,Tópicos de Física,1,69.9,2,Alfredo Steinbruch - Paulo Winterle
1137,livros,0,99.9,6,Yolanda Marques
1138,Matemática Uma Aventura do Pensamento,0,109.9,40,James Edward Brady e Gerard E. Humiston
1139,Fundamentos De Matemática Elementar Vol.6,0,89,2,Renato N. Rangel
1140,"Curso de cálculo, Um 3 (2° edição  1989)",0,78.9,4,Gelson Iezzi
